Type ID Pre_TimeOffset
ED 105 -0.933218
ED 106 -1.836087
ED 107 5.552435
ED 108 0.101984
ED 109 -0.278312
ED 110 -1.420928
ED 111 2.514857
ED 112 -5.016349
ED 113 -5.986137
ED 114 1.373865
ED 115 -5.791457
ED 116 -3.070925
ED 117 -1.879246
ED 118 -0.347859
ED 119 -1.787878
ED 120 2.575587
ED 121 -6.643538
ED 122 -0.557864
ED 123 -2.207740
ED 124 -0.932675
ED 125 2.428710
ED 126 -4.685602
ED 127 3.782842
ED 128 -1.082678
ED 129 3.353331
ED 130 1.117050
ED 131 -0.058063
ED 132 -2.724939
ED 133 -4.274228
ED 134 4.230730
ED 135 -3.118691
ED 136 -0.692285
ED 137 -5.243895
ED 138 -3.707381
ED 139 0.587681
ED 140 -1.304820
ED 141 3.384946
ED 142 -0.955606
ED 143 -1.471433
ED 144 -7.482986
ED 145 -0.799190
ED 146 6.718051
ED 147 -0.949483
ED 148 -0.463238
ED 149 2.747659
ED 150 -0.759391
ED 151 -2.489795
ED 152 -0.957237
ED 153 2.446446
ED 154 -1.981483
ED 155 0.154043
ED 156 1.928765
ED 157 -1.228297
ED 158 -1.079321
ED 159 -2.229742
ED 160 2.417772
ED 161 -0.989658
ED 162 2.402713
ED 163 0.715814
ED 164 2.464606
ED 165 2.817041
ED 166 3.930532
ED 167 -6.786149
ED 168 -2.120385
ED 169 -0.823348
ED 170 5.554474
ED 171 4.050127
ED 172 -1.484842
ED 173 -4.325761
ED 174 -5.875990
ED 175 6.065396
ED 176 1.804678
ED 177 -0.240539
ED 178 -5.506213
ED 179 0.035110
ED 180 -4.145897
ED 181 -2.243036
ED 182 -1.093054
ED 183 -6.609390
ED 184 4.092914
ED 185 -1.805090
ED 186 -7.301533
ED 187 -1.398750
ED 188 0.917556
ED 189 -0.709168
ED 190 -2.080593
ED 191 -1.095073
ED 192 -2.525472
ED 193 -4.916221
ED 194 3.052917
ED 195 -2.285626
ED 196 -1.491096
ED 197 -2.023034
ED 198 6.674158
ED 199 1.561382
ED 200 0.166830
ED 201 -1.970741
ED 202 -4.626069
ED 203 -5.318842
ED 204 -0.738647
ED 205 1.420204
ED 206 2.999661
ED 207 -0.102123
ED 208 -7.202336
ED 209 1.791326
ED 210 3.139699
ED 211 -0.234969
ED 212 -3.220805
ED 213 0.225262
ED 214 0.983486
ED 215 -3.491056
ED 216 -2.085142
ED 217 0.189676
ED 218 0.665502
ED 219 -3.734201
ED 220 0.451140
ED 221 0.921594
ED 222 -1.567669
ED 223 2.961921
ED 224 3.647664
ED 225 1.101338
ED 226 -3.200175
ED 227 -0.639856
ED 228 0.053869
ED 229 -4.802847
ED 230 -1.057522
ED 231 0.688511
ED 232 0.610670
ED 233 5.774885
ED 234 0.282918
ED 235 1.195556
ED 236 4.048556
ED 237 2.325708
ED 238 -2.519165
ED 239 -0.589337
ED 240 0.890032
ED 241 -3.462202
ED 242 2.312124
ED 243 -0.452082
ED 244 2.524743
ED 245 -3.792188
ED 246 6.379835
ED 247 3.272275
ED 248 0.574386
ED 249 2.609587
ED 250 2.996563
ED 251 2.344883
ED 252 -3.040230
ED 253 4.955707
ED 254 6.482232
ED 255 1.638748
ED 256 3.558559
ED 257 -2.529101
ED 258 0.017420
ED 259 0.713170
ED 260 -2.790347
ED 261 3.063576
ED 262 -3.000295
ED 263 1.750116
ED 264 -0.104116
ED 265 3.739680
ED 266 3.402905
ED 267 -6.257141
ED 268 -1.390356
ED 269 -3.286840
ED 270 1.283287
ED 271 -1.079080
ED 272 -1.893744
ED 273 1.771502
ED 274 -1.149956
ED 275 1.193608
ED 276 0.650960
ED 277 3.953105
ED 278 3.822504
ED 279 1.641983
ED 280 0.000207
ED 281 3.906797
ED 282 1.166239
ED 283 0.214831
ED 284 -0.906730
ED 285 -0.230546
ED 286 2.211914
ED 287 -1.154059
ED 288 3.673059
ED 289 -2.273916
ED 290 -4.323685
ED 291 0.115619
ED 292 0.654739
ED 293 0.862563
ED 294 -2.313957
ED 295 0.549014
ED 296 2.533029
ED 297 3.020679
ED 298 -0.149813
ED 299 -5.374706
ED 300 0.195689
ED 301 0.934208
ED 302 1.979295
ED 303 0.837849
ED 304 -4.602817
ED 305 -1.160848
ED 306 0.109494
ED 308 -1.141390
ED 309 -7.287139
ED 310 7.008144
ED 311 1.971429
ED 312 -3.727287
ED 313 2.580671
ED 314 -0.751210
ED 315 5.218825
ED 316 -4.429152
ED 317 1.261993
ED 318 -3.362068
ED 319 6.843827
ED 320 2.914479
ED 321 4.410818
ED 322 1.811008
ED 323 4.097191
ED 324 -4.597162
ED 325 4.486103
ED 326 -2.110535
ED 327 -7.155950
ED 328 1.189192
ED 329 0.921824
ED 330 -1.065534
ED 331 2.382244
ED 332 5.299593
ED 333 2.163647
ED 334 3.090938
ED 335 -4.223277
ED 336 0.875568
ED 337 -2.990690
ED 338 -6.621913
ED 339 -0.944897
ED 340 1.274025
ED 341 -4.994344
ED 342 3.286650
ED 343 -4.304125
ED 344 0.299832
ED 345 3.642141
ED 346 8.123000
ED 347 1.892054
ED 348 -1.033029
ED 349 -3.855090
ED 350 5.516575
ED 351 -1.149739
ED 352 1.405790
ED 353 4.268035
ED 354 3.081144
ED 355 1.547702
ED 356 -0.874300
ED 357 -2.507988
ED 358 -0.834781
ED 359 -1.416041
ED 360 -3.473176
ED 361 1.301841
ED 362 -0.169552
ED 363 0.119111
ED 364 1.008055
ED 365 1.598872
ED 366 0.189340
ED 367 7.112157
ED 368 -4.894045
ED 369 -1.012612
ED 370 -4.397011
ED 371 2.846504
ED 372 -0.032178
ED 373 -0.116721
ED 374 1.659055
ED 375 -3.483718
ED 376 -4.361871
ED 377 6.306507
ED 378 -3.143013
ED 379 0.187384
ED 380 3.735105
ED 381 -7.897178
ED 382 3.944550
ED 383 0.845198
ED 384 2.214638
ED 385 0.838132
ED 386 -8.829167
ED 387 0.232231
ED 388 -3.041552
ED 389 1.053281
ED 390 1.999765
ED 391 -1.859396
ED 392 -0.284472
ED 393 3.058161
ED 394 2.787345
ED 395 -1.250479
ED 396 -4.956845
ED 397 0.019431
ED 398 0.054098
ED 399 -0.237172
ED 400 -2.356972
ED 401 -0.509897
ED 402 2.765111
ED 403 0.107270
ED 404 1.068473
ED 405 2.604778
ED 406 -0.130137
ED 407 -5.276388
ED 408 0.304924
ED 409 0.300588
ED 410 1.394160
ED 411 -2.057351
ED 412 -2.302334
ED 413 -0.111720
ED 414 -0.141877
ED 415 -2.637120
ED 416 1.499547
ED 417 -5.047384
ED 418 -2.666198
ED 419 4.267168
ED 420 1.409577
ED 421 -0.242247
ED 422 5.130470
ED 423 0.822620
ED 424 -2.311829
ED 425 -0.560633
ED 426 -1.410171
ED 427 3.169826
ED 428 2.580438
ED 429 -4.051715
ED 430 3.092092
ED 431 -2.351168
ED 432 1.071691
ED 433 -0.240356
ED 434 -1.861358
ED 435 -0.943167
ED 436 -1.879520
ED 437 0.993930
ED 438 -3.181647
ED 439 -3.751716
ED 440 3.755031
ED 441 3.634600
ED 442 3.708729
ED 443 -1.364769
ED 444 0.172844
ED 445 -3.565923
ED 446 2.188397
ED 447 -0.901909
ED 448 3.724337
ED 449 -1.436114
ED 450 -0.813100
ED 451 -0.754535
ED 452 0.232430
ED 453 5.478279
ED 454 7.213172
ED 455 1.533269
ED 456 3.874540
ED 457 6.305031
ED 458 -2.169086
ED 459 3.186723
ED 460 2.495844
ED 461 0.165986
ED 462 -3.626355
ED 463 -11.389622
ED 464 -2.844157
ED 465 -0.741339
ED 466 0.323989
ED 467 -1.139505
ED 468 2.692501
ED 469 0.483076
ED 470 1.152972
ED 471 5.937985
ED 472 -1.018729
ED 473 0.471329
ED 474 -1.244570
ED 475 -5.480495
ED 476 0.818522
ED 477 -3.874285
ED 478 -0.995811
ED 479 -0.993236
ED 480 -1.070522
ED 481 5.030418
ED 482 -1.545669
ED 483 2.530409
ED 484 2.909635
ED 485 5.520080
ED 486 3.772480
ED 487 3.317727
ED 488 -0.616231
ED 489 -3.269018
ED 490 -0.117143
ED 491 -0.987623
ED 492 -0.609058
ED 493 2.425661
ED 494 -4.394049
ED 495 2.203621
ED 496 1.102214
ED 497 -1.181165
ED 498 1.362334
ED 499 -1.310117
ED 500 -4.831374
ED 501 6.064284
ED 502 -1.313798
ED 503 -0.570677
ED 504 -1.712171
ED 505 -0.283260
ED 506 2.037051
ED 507 -0.577146
ED 508 1.673062
ED 509 -1.118169
ED 510 -4.511449
ED 511 -7.958058
ED 512 -1.609638
ED 513 -2.227842
ED 514 -1.597791
ED 515 -0.342421
ED 516 -1.447005
ED 517 5.314253
ED 518 1.852096
ED 519 -0.297132
ED 520 1.440743
ED 521 0.142267
ED 522 0.476417
ED 523 -1.753386
ED 524 -2.543999
ED 525 1.157571
ED 526 -6.424683
ED 527 2.987288
ED 528 -2.299562
ED 529 3.802055
ED 530 -1.677673
ED 531 3.661032
ED 532 0.600672
ED 533 6.782968
ED 534 -2.373446
ED 535 2.489947
ED 536 1.860014
ED 537 -0.708321
ED 538 7.751405
ED 539 4.058469
ED 540 -0.030392
ED 541 -0.681057
ED 542 4.081278
ED 543 -0.079938
ED 544 -3.290130
ED 545 -2.844893
ED 546 -1.751630
ED 547 1.805050
ED 548 3.577281
ED 549 -1.851982
ED 550 -5.310421
ED 551 1.182598
ED 552 -1.698808
ED 553 1.212948
ED 554 2.236128
ED 555 -0.609861
ED 556 5.147583
ED 557 -4.847006
ED 558 0.305085
ED 559 -4.328469
ED 560 -6.529054
ED 561 1.555912
ED 562 1.418329
ED 563 3.586207
ED 564 -2.605162
ED 565 3.110989
ED 566 -2.068631
ED 567 -2.406335
ED 568 0.224417
ED 569 -3.245122
ED 570 -4.693648
ED 571 0.603631
ED 572 -6.910572
ED 573 -5.528881
ED 574 -3.818983
ED 575 5.067303
ED 576 -3.812239
ED 577 2.611324
ED 578 0.665124
ED 579 3.228005
ED 580 5.572110
ED 581 5.718991
ED 582 -0.997908
ED 583 1.239037
ED 584 -2.914909
ED 585 -1.767105
ED 586 2.771361
ED 587 0.489176
ED 588 -0.259775
ED 589 -2.319187
ED 590 1.118600
ED 591 -4.078439
ED 592 -3.977154
ED 593 0.552866
ED 594 4.647773
ED 595 -1.484789
ED 596 0.480566
ED 597 1.317472
ED 598 2.166076
ED 599 0.785597
ED 600 5.181762
ED 601 -0.184797
ED 602 1.012863
ED 603 -0.442468
ED 604 -2.271010
ED 605 -2.853751
ED 606 0.634816
ED 607 2.837369
ED 608 0.638379
ED 609 0.018965
ED 610 0.408383
ED 611 3.885640
ED 612 -2.573417
ED 613 -5.483342
ED 614 0.329794
ED 615 -0.855291
ED 616 2.548558
ED 617 -2.995251
ED 618 -0.105979
ED 619 3.022163
ED 620 -1.944697
ED 621 0.334440
ED 622 2.634776
ED 623 8.929897
ED 624 -1.721510
ED 625 -5.188821
ED 626 -0.959395
ED 627 -0.449347
ED 628 -3.126201
ED 629 0.520558
ED 630 -0.302821
ED 631 1.309322
ED 632 -2.685438
ED 633 -4.449942
ED 634 3.766704
ED 635 -3.429474
ED 636 -0.043061
ED 637 -0.202192
ED 638 -0.784131
ED 639 2.787593
ED 640 4.174778
ED 641 -3.029069
ED 642 -0.147215
ED 643 -3.558489
ED 644 2.188311
ED 645 -0.138377
ED 646 5.559178
ED 647 -0.467818
ED 648 3.221420
ED 649 -0.109598
ED 650 -0.228218
ED 651 10.184335
ED 652 4.576591
ED 653 -0.385690
ED 654 -2.794689
ED 655 -0.108155
ED 656 1.279961
ED 657 -4.071930
ED 658 5.174336
ED 659 -1.274189
ED 660 2.498094
ED 661 -6.297638
ED 662 0.754498
ED 663 -0.517684
ED 664 6.399089
ED 665 0.588294
ED 666 5.416844
ED 667 -0.225040
ED 668 -1.627066
ED 669 -1.253650
ED 670 3.616473
ED 671 2.010382
ED 672 1.629814
ED 673 6.412772
ED 674 3.140979
ED 675 -3.674990
ED 676 1.172270
ED 677 2.558472
ED 678 1.975277
ED 679 3.161521
ED 680 -1.316603
ED 681 1.989450
ED 682 3.572336
ED 683 2.458303
ED 684 6.936157
ED 685 1.467384
ED 686 3.960726
ED 687 -0.401734
ED 688 0.255133
ED 689 -1.322383
ED 690 2.675761
ED 691 -0.477341
ED 692 2.231885
ED 693 -0.455457
ED 694 1.388677
ED 695 2.719124
ED 696 -4.719718
ED 697 1.589149
ED 698 4.250287
ED 699 -1.004667
ED 700 4.813048
ED 701 -3.825382
ED 702 3.383989
ED 703 6.940839
ED 704 7.173512
ED 705 2.325485
ED 706 3.056306
ED 707 3.616703
ED 708 -1.383061
ED 709 4.110930
ED 710 4.779031
ED 711 1.172975
ED 712 0.373469
ED 713 0.871103
ED 714 -2.356809
ED 715 1.162743
ED 716 1.110478
ED 717 -1.344045
ED 718 7.695399
ED 719 4.113440
ED 720 -2.725278
ED 721 2.667141
ED 722 -1.099433
ED 723 2.593725
ED 724 -0.350462
ED 725 -4.622192
ED 726 -1.070998
ED 727 -1.048327
ED 728 3.061213
ED 729 6.113990
ED 730 -0.927062
ED 731 -0.050259
ED 732 -0.220770
ED 733 4.205917
ED 734 0.550598
ED 735 -3.024347
ED 736 1.162281
ED 737 -2.450084
ED 738 4.568617
ED 739 -6.351654
ED 740 -5.939064
ED 741 0.631386
ED 742 0.597695
ED 743 6.893701
ED 744 -0.457989
ED 745 1.804559
ED 746 -1.596647
ED 747 -2.421535
ED 748 1.822576
ED 749 0.217826
ED 750 0.261796
ED 751 -0.889698
ED 752 -5.834638
ED 753 0.994416
ED 754 -0.127001
ED 755 -2.769721
ED 756 -0.348255
ED 757 -2.022633
ED 758 3.910142
ED 759 3.476948
ED 760 -0.218579
ED 761 -2.511334
ED 762 -0.342038
ED 763 0.277916
ED 764 2.970594
ED 765 -1.368597
ED 766 4.500000
ED 767 2.364562
ED 768 2.060669
ED 769 -0.320472
ED 770 -6.915426
ED 771 3.654396
ED 772 1.166772
ED 773 -4.547694
ED 774 1.659390
ED 775 0.207642
ED 776 -3.674211
ED 777 -2.264286
ED 778 0.111343
ED 779 3.417307
ED 780 -1.865921
ED 781 -4.276003
ED 782 -2.155035
ED 783 -2.765364
ED 784 -2.330077
ED 785 -3.457534
ED 786 3.731226
ED 787 2.104747
ED 788 -1.149726
ED 789 -2.754746
ED 790 4.255670
ED 791 1.678348
ED 792 2.544642
ED 793 -0.823989
ED 794 -1.125837
ED 795 -1.890544
ED 796 -0.899549
ED 797 1.554783
ED 798 0.103068
ED 799 2.709786
ED 800 -2.177961
ED 801 1.579126
ED 802 -1.060052
ED 803 0.492658
ED 804 0.233207
ED 805 -3.134552
ED 806 0.814119
ED 807 -2.147844
ED 808 -4.987443
ED 809 3.761289
ED 810 -2.393918
ED 811 -5.611547
ED 812 -1.174286
ED 813 3.616389
ED 814 -2.399477
ED 815 -5.070873
ED 816 4.324667
ED 817 0.105149
ED 818 -4.477692
ED 819 3.282834
ED 820 -1.327959
ED 821 -0.594084
ED 822 -2.597935
ED 823 2.027014
ED 824 -0.505128
ED 825 4.516766
ED 826 -2.245961
ED 827 4.157442
ED 828 -1.873066
ED 829 -0.375163
ED 830 -2.846360
ED 831 2.679522
ED 832 0.812766
ED 833 3.185538
ED 834 1.932982
ED 835 5.470160
ED 836 2.977422
ED 837 5.016139
ED 838 -2.627820
ED 839 1.787631
ED 840 -3.502503
ED 841 0.771284
ED 842 0.576446
ED 843 -0.095340
ED 844 -2.958164
ED 845 0.425396
ED 846 3.400023
ED 847 5.277363
ED 848 8.560134
ED 849 0.793360
ED 850 -4.435291
ED 851 0.118828
ED 852 -2.772728
ED 853 -2.349299
ED 854 6.677809
ED 855 2.242851
ED 856 -0.160672
ED 857 1.085385
ED 858 1.090892
ED 859 -4.002057
ED 860 1.123630
ED 861 2.786972
ED 862 -3.466470
ED 863 0.151873
ED 864 1.407776
ED 865 -0.933504
ED 866 -4.247530
ED 867 5.439067
ED 868 2.678620
ED 869 -0.737997
ED 870 0.081481
ED 871 -0.493767
ED 872 -2.076337
ED 873 -2.966554
ED 874 5.313085
ED 875 1.311154
ED 876 -0.525350
ED 877 -3.384746
ED 878 7.536545
ED 879 2.794488
ED 880 -6.060610
ED 881 -0.635236
ED 882 1.234513
ED 883 2.647041
ED 884 3.316488
ED 885 8.905803
ED 886 -2.544827
ED 887 4.235983
ED 888 -1.543000
ED 889 0.476059
ED 890 -6.661309
ED 891 -1.691839
ED 892 -1.260077
ED 893 -0.352942
ED 894 -2.403098
ED 895 -6.886354
ED 896 -3.337278
ED 897 1.679163
ED 898 3.857234
ED 899 -1.381550
ED 900 1.697543
ED 901 2.676984
ED 902 0.232420
ED 903 2.061773
ED 904 -0.846093
ED 905 -5.839575
ED 906 4.086130
ED 907 -4.879256
ED 908 -0.067112
ED 909 -0.522477
ED 910 1.715247
ED 911 1.970626
ED 912 -0.917382
ED 913 -0.743022
ED 914 -1.747376
ED 915 1.174674
ED 916 5.509091
ED 917 -2.410629
ED 918 -1.603135
ED 919 4.932360
ED 920 -2.508692
ED 921 -1.007888
ED 922 -2.196182
ED 923 -1.680569
ED 924 -3.841410
ED 925 4.254265
ED 926 -2.152553
ED 927 1.582525
ED 928 -1.981981
ED 929 2.338192
ED 930 1.984625
ED 931 5.001832
ED 932 -3.090638
ED 933 2.421847
ED 934 1.150935
ED 935 -4.254584
ED 936 2.805662
ED 937 0.337504
ED 938 3.611019
ED 939 1.920257
ED 940 -0.257028
ED 941 -1.709484
ED 942 -0.600165
ED 943 -2.625992
ED 944 0.777701
ED 945 -4.392997
ED 946 3.029055
ED 947 -3.191178
ED 948 -3.382441
ED 949 -2.615478
ED 950 -3.527368
ED 951 2.287663
ED 952 -1.211283
ED 953 -1.262937
ED 954 -2.571997
ED 955 -1.876399
ED 956 -1.891690
ED 957 -2.948159
ED 958 -1.066386
ED 959 0.817689
ED 960 4.164979
ED 961 1.016031
ED 962 1.782683
ED 963 -2.146267
ED 964 0.601422
ED 965 2.490112
ED 966 0.218747
ED 967 5.657597
ED 968 2.187846
ED 969 -1.954023
ED 970 1.011637
ED 971 1.327303
ED 972 4.943071
ED 973 1.142605
ED 974 -4.132208
ED 975 -0.111921
ED 976 3.282457
ED 977 -1.790787
ED 978 -0.456155
ED 979 -1.755878
ED 980 -5.629602
ED 981 3.842650
ED 982 -1.410859
ED 983 -5.451079
ED 984 4.587273
ED 985 -5.387606
ED 986 -7.787055
ED 987 -3.893828
ED 988 0.539799
ED 989 3.505040
ED 990 -2.667462
ED 991 0.293730
ED 992 4.426310
ED 993 -4.727505
ED 994 1.972453
ED 995 3.850266
ED 996 0.198905
ED 997 -1.552078
ED 998 -2.486856
ED 999 3.442229
ED 1000 -2.684300
ED 1001 2.487715
ED 1002 3.618306
ED 1003 -1.059618
ED 1004 5.552852
ED 1005 -2.716999
ED 1006 2.627399
ED 1007 2.710745
ED 1008 0.445430
ED 1009 5.152625
ED 1010 -1.576918
ED 1011 -3.526836
ED 1012 -0.881909
ED 1013 3.558463
ED 1014 -1.384623
ED 1015 1.981371
ED 1016 -0.564116
ED 1017 1.460113
ED 1018 -1.519215
ED 1019 3.682074
ED 1020 -0.788075
ED 1021 -3.084140
ED 1023 0.273036
ED 1024 -1.098402
ED 1025 -2.532931
ED 1026 0.896497
ED 1027 1.159937
ED 1028 -0.523052
ED 1029 1.446342
ED 1030 3.386739
ED 1031 2.050613
ED 1032 -2.670106
ED 1033 -1.780428
ED 1034 -2.032498
ED 1035 -1.580994
ED 1036 0.561355
ED 1037 2.858325
ED 1038 -4.315175
ED 1039 -2.572803
ED 1040 -0.052968
ED 1041 -4.019678
ED 1042 -1.574768
ED 1043 -1.519923
ED 1044 -3.122461
ED 1045 1.017851
ED 1046 -1.565250
ED 1047 -0.209759
ED 1048 2.680709
ED 1049 3.751667
ED 1050 1.698017
ED 1051 -0.448596
ED 1052 -0.533224
ED 1053 -0.257381
ED 1054 4.872858
ED 1055 2.055466
ED 1056 2.945350
ED 1057 0.255252
ED 1058 4.263708
ED 1059 0.724344
ED 1060 -2.347362
ED 1061 -4.816691
ED 1062 2.133092
ED 1063 0.362572
ED 1064 -0.535505
ED 1065 -3.354000
ED 1066 6.081704
ED 1067 -4.630207
ED 1068 -2.098948
ED 1069 -0.603902
ED 1070 2.277343
ED 1071 0.080707
ED 1072 0.679407
ED 1073 -2.975263
ED 1074 0.586270
ED 1075 10.768000
ED 1076 -2.748352
ED 1077 0.562982
ED 1078 0.553202
ED 1079 1.052862
ED 1080 0.579121
ED 1081 -5.646040
ED 1082 1.947893
ED 1083 -1.209152
ED 1084 0.133231
ED 1085 1.287082
ED 1086 -2.946433
ED 1087 -2.474749
ED 1088 1.321523
ED 1089 -0.738884
ED 1090 -0.773467
ED 1091 4.083563
ED 1092 -3.951339
ED 1093 -6.585651
ED 1094 3.292730
ED 1095 6.474629
ED 1096 2.608194
ED 1097 0.624019
ED 1098 2.945445
ED 1099 1.577614
ED 1100 3.790555
ED 1101 -1.690324
ED 1102 -0.202772
ED 1103 2.862680
ED 1104 -1.060912
ED 1105 1.656646
ED 1106 -2.109860
ED 1107 2.058245
ED 1108 0.285023
ED 1109 6.838582
ED 1110 3.380833
ED 1111 1.381761
ED 1112 0.266967
ED 1113 2.828052
ED 1114 -2.957914
ED 1115 0.038356
ED 1116 -1.003889
ED 1117 3.031462
ED 1118 -0.696318
ED 1119 3.903600
ED 1120 -5.681376
ED 1121 1.269801
ED 1122 2.571283
ED 1123 0.926110
ED 1124 -0.589946
ED 1125 -1.853651
ED 1126 0.813139
ED 1127 -0.953002
ED 1128 1.191491
ED 1129 -0.419091
ED 1130 -2.172089
ED 1131 -0.644062
ED 1132 -0.195523
ED 1133 -1.601604
ED 1134 1.854346
ED 1135 2.072934
ED 1136 -0.252312
ED 1137 -6.012912
ED 1138 2.061069
ED 1139 4.757875
ED 1140 -0.304247
ED 1141 1.237297
ED 1142 -0.899765
ED 1143 0.905812
ED 1144 2.600067
ED 1145 -0.157871
ED 1146 -1.511979
ED 1147 0.515526
ED 1148 -5.053852
ED 1149 0.672347
ED 1150 -0.358847
ED 1151 -1.604448
ED 1152 -0.766800
ED 1153 -5.920497
ED 1154 -4.591323
ED 1155 -6.267285
ED 1156 5.152708
ED 1157 -4.789807
ED 1158 -1.394234
ED 1159 -6.223853
ED 1160 6.129938
ED 1161 1.794362
ED 1162 -3.214418
ED 1163 -0.239557
ED 1164 -2.297305
ED 1165 3.309051
ED 1166 -4.478366
ED 1167 -0.709826
ED 1168 0.962806
ED 1169 -2.230777
ED 1170 4.496841
ED 1171 2.229374
ED 1172 3.819186
ED 1173 1.546232
ED 1174 4.395662
ED 1175 0.800416
ED 1176 -2.632436
ED 1177 -0.516776
ED 1178 2.874593
ED 1179 -0.240558
ED 1180 1.686422
ED 1181 4.386472
ED 1182 -1.483922
ED 1183 -1.955187
ED 1184 -3.826729
ED 1185 1.477355
ED 1186 -0.619815
ED 1187 -0.792505
ED 1188 4.509198
ED 1189 -1.938592
ED 1190 5.595574
ED 1191 0.497417
ED 1192 -3.366814
ED 1193 -1.481952
ED 1194 1.443493
ED 1195 0.998824
ED 1196 -0.837858
ED 1197 -0.719988
ED 1198 -2.605782
ED 1199 -3.226100
ED 1200 2.698060
ED 1201 -1.700330
ED 1202 -5.131747
ED 1203 -1.290021
ED 1204 4.893441
ED 1205 -1.957006
ED 1206 0.886711
ED 1207 -1.413930
ED 1208 4.966104
ED 1209 -5.999405
ED 1210 2.651044
ED 1211 1.113908
ED 1212 1.521220
ED 1213 -1.432578
ED 1214 10.026865
ED 1215 -4.304768
ED 1216 -1.507600
ED 1217 -0.517144
ED 1218 -1.656726
ED 1219 -5.152641
ED 1220 -0.513612
ED 1221 -3.773403
ED 1222 2.207004
ED 1223 0.239168
ED 1224 1.796923
ED 1225 2.190008
ED 1226 -5.038483
ED 1227 -2.864429
ED 1228 2.189203
ED 1229 0.357707
ED 1230 6.198747
ED 1231 -1.638868
ED 1232 4.325343
ED 1233 -1.103144
ED 1234 0.857652
ED 1235 -3.815814
ED 1236 -7.109125
ED 1237 -2.869158
ED 1238 -2.083886
ED 1239 3.855548
ED 1240 -5.849637
ED 1241 1.134536
ED 1242 -2.631005
ED 1243 -7.351437
ED 1244 0.760211
ED 1245 -2.560149
ED 1246 -0.687060
ED 1247 -2.908856
ED 1248 2.271771
ED 1249 2.105174
ED 1250 1.013362
ED 1251 -0.911459
ED 1252 -5.569106
ED 1253 1.849312
ED 1254 2.028944
ED 1255 0.965823
ED 1256 0.176125
ED 1257 -0.789331
ED 1258 3.404707
ED 1259 -2.564730
ED 1260 -0.593895
ED 1261 -1.408408
ED 1262 2.383865
ED 1263 -2.701924
ED 1264 -4.284859
ED 1265 3.156085
ED 1266 0.624836
ED 1267 -0.271847
ED 1268 0.609423
ED 1269 -5.012465
ED 1270 1.894563
ED 1271 -2.794691
ED 1272 1.514363
ED 1273 1.631140
ED 1274 2.968795
ED 1275 -1.694135
ED 1276 3.062855
ED 1277 -3.787970
ED 1278 2.914426
ED 1279 2.167542
ED 1280 -0.085949
ED 1281 -1.346573
ED 1282 0.030513
ED 1283 -2.356811
ED 1284 0.806692
ED 1285 2.865463
ED 1286 3.348609
ED 1287 -3.836745
ED 1288 5.610242
ED 1289 -1.346695
ED 1290 1.221214
ED 1291 -3.821165
ED 1292 0.151454
ED 1293 -3.094437
ED 1294 0.959639
ED 1295 1.629224
ED 1296 4.771871
ED 1297 4.466499
ED 1298 -0.359296
ED 1299 -5.837130
ED 1300 -1.955580
ED 1301 -1.746457
ED 1302 2.646978
ED 1303 -2.794455
