Type ID Pre_TimeOffset
ED 377 7.747740
ED 378 7.763740
ED 379 11.398740
ED 380 7.241140
ED 381 7.503140
ED 382 5.672940
ED 383 10.107140
ED 384 2.250940
ED 385 7.502340
ED 386 10.100940
ED 387 10.326140
ED 388 4.384140
ED 389 7.241340
ED 390 5.682940
ED 391 4.904940
ED 392 4.126140
ED 393 5.425940
ED 394 5.421540
ED 395 4.645140
ED 396 4.645740
ED 397 3.607940
ED 398 5.162940
ED 399 4.642540
ED 400 9.839140
ED 401 8.282740
ED 402 4.129140
ED 403 9.292540
ED 404 9.091540
ED 405 8.799140
ED 406 7.762740
ED 407 9.322340
ED 408 4.381140
ED 409 7.502340
ED 410 7.507340
ED 411 7.759940
ED 412 7.763540
ED 413 6.691340
ED 414 5.306060
ED 415 2.042740
ED 416 4.986860
ED 417 4.984060
ED 418 9.620540
ED 419 9.802340
ED 420 2.901940
ED 421 7.502740
ED 422 4.898740
ED 423 6.804660
ED 424 7.324260
ED 425 4.724060
ED 426 2.377660
ED 427 8.798740
ED 428 8.279140
ED 429 8.536540
ED 430 6.799860
ED 431 7.060460
ED 432 6.542460
ED 433 6.801060
ED 434 4.575740
ED 435 9.056540
ED 436 5.161940
ED 437 8.394260
ED 438 7.063660
ED 439 7.583060
ED 440 8.887260
ED 441 8.105260
ED 442 7.064260
ED 443 6.027260
ED 444 8.868460
ED 445 5.767660
ED 446 7.058860
ED 447 4.458660
ED 448 4.470860
ED 449 7.063860
ED 450 7.567660
ED 451 9.579140
ED 452 4.642740
ED 453 8.099460
ED 454 10.864740
ED 455 8.624060
ED 456 8.570260
ED 457 10.340340
ED 458 8.364260
ED 459 6.546460
ED 460 10.621940
ED 461 6.529260
ED 462 6.801460
ED 463 8.106660
ED 464 6.283460
ED 465 4.472860
ED 466 7.349060
ED 467 4.203460
ED 468 7.839060
ED 469 1.025940
ED 470 6.543660
ED 471 4.725060
ED 472 7.584060
ED 473 0.338860
ED 474 6.806060
ED 475 4.200260
ED 476 7.845260
ED 477 6.545260
ED 478 4.205860
ED 479 4.462260
ED 480 4.214260
ED 481 5.431740
ED 482 7.844860
ED 483 2.050340
ED 484 4.205860
ED 485 4.908740
ED 486 4.464260
ED 487 4.458460
ED 488 5.761460
ED 489 6.283260
ED 490 6.020460
ED 491 1.515140
ED 492 2.560340
ED 493 0.733140
ED 494 2.098460
ED 495 2.097860
ED 496 0.393940
ED 497 0.037260
ED 498 0.486140
ED 499 0.581660
ED 500 0.745140
ED 501 5.158540
ED 502 0.334460
ED 503 2.521340
ED 504 5.442740
ED 505 8.627260
ED 506 9.108060
ED 507 4.622140
ED 508 9.398060
ED 509 9.407260
ED 510 9.404460
ED 511 6.067540
ED 512 8.886060
ED 513 9.406060
ED 514 9.146860
ED 515 5.246060
ED 516 4.379940
ED 517 4.982860
ED 518 4.903740
ED 519 5.499460
ED 520 4.580940
ED 521 4.985460
ED 522 5.497540
ED 523 5.420340
ED 524 5.423540
ED 525 5.683340
ED 526 5.500260
ED 527 5.772060
ED 528 6.021660
ED 529 0.003940
ED 530 0.224340
ED 531 2.109460
ED 532 0.243340
ED 533 1.616460
ED 534 0.034660
ED 535 1.853460
ED 536 0.746340
ED 537 1.003340
ED 538 0.503740
ED 539 1.591060
ED 540 0.869940
ED 541 0.051060
ED 542 0.740740
ED 543 1.635460
ED 544 1.073860
ED 545 1.605860
ED 546 1.352460
ED 547 1.333460
ED 548 0.472940
ED 549 2.095060
ED 550 2.112460
ED 551 1.597860
ED 552 1.835860
ED 553 0.995140
ED 554 1.789060
ED 555 2.029260
ED 556 1.083260
ED 557 1.350260
ED 558 2.034260
ED 559 2.015060
ED 560 2.068260
ED 561 1.001340
ED 562 1.087860
ED 563 1.094060
ED 564 2.040660
ED 565 2.045860
ED 566 1.854060
ED 567 0.808860
ED 568 0.488740
ED 569 1.269340
ED 570 1.268140
ED 571 1.513940
ED 572 0.501940
ED 573 0.743340
ED 574 0.208460
ED 575 1.344860
ED 576 0.035660
ED 577 5.244260
ED 578 9.666860
ED 579 7.847460
ED 580 1.720940
ED 581 6.543260
ED 582 9.144060
ED 583 1.736340
ED 584 8.836460
ED 585 8.628260
ED 586 9.136060
ED 587 7.587260
ED 588 1.517540
ED 589 9.406860
ED 590 6.283460
ED 591 6.805060
ED 592 7.324660
ED 593 1.334660
ED 594 9.143460
ED 595 1.492540
ED 596 0.815460
ED 597 0.750660
ED 598 1.525340
ED 599 0.228940
ED 600 5.658740
ED 601 0.554860
ED 602 4.642540
ED 603 5.182540
ED 604 1.152260
ED 605 1.961540
ED 606 5.944140
ED 607 0.293460
ED 608 0.573060
ED 609 0.604060
ED 610 0.029260
ED 611 1.523540
ED 612 1.781740
ED 613 0.831060
ED 614 2.121660
ED 615 1.814340
ED 616 0.565860
ED 617 2.824540
ED 618 2.820940
ED 619 1.530340
ED 620 2.824940
ED 621 0.301540
ED 622 1.007740
ED 623 0.228260
ED 624 0.229340
ED 625 0.291260
ED 626 2.685860
ED 627 0.488140
ED 628 0.032660
ED 629 0.030060
ED 630 1.485940
ED 631 1.019660
ED 632 1.341660
ED 633 0.030460
ED 634 0.047460
ED 635 0.293660
ED 636 0.231740
ED 637 1.267740
ED 638 4.126340
ED 639 4.394140
ED 640 3.876540
ED 641 4.866740
ED 642 0.223940
ED 643 0.254940
ED 644 4.210340
ED 645 0.032460
ED 646 0.804060
ED 647 0.034060
ED 648 0.227740
ED 649 0.255660
ED 650 3.872940
ED 651 0.281660
ED 652 1.466460
ED 653 1.278140
ED 654 0.034060
ED 655 0.225140
ED 656 1.594060
ED 657 2.095260
ED 658 1.851660
ED 659 0.040660
ED 660 2.563340
ED 661 1.335860
ED 662 2.246340
ED 663 1.596060
ED 664 0.483940
ED 665 1.318660
ED 666 2.560540
ED 667 2.763140
ED 668 2.909540
ED 669 1.794740
ED 670 1.780540
ED 671 2.552940
ED 672 1.265140
ED 673 1.127460
ED 674 1.849860
ED 675 2.301340
ED 676 1.351260
ED 677 0.971740
ED 678 2.074140
ED 679 1.866540
ED 680 0.577860
ED 681 2.045340
ED 682 1.851860
ED 683 0.311540
ED 684 2.084260
ED 685 0.488340
ED 686 1.334060
ED 687 2.113860
ED 688 2.145860
ED 689 1.007340
ED 690 2.114060
ED 691 1.335460
ED 692 0.997940
ED 693 0.536660
ED 694 1.058060
ED 695 0.812060
ED 696 1.330860
ED 697 1.071660
ED 698 1.577860
ED 699 1.534740
ED 700 1.787340
ED 701 0.029060
ED 702 0.547260
ED 703 1.010540
ED 704 0.000540
ED 705 0.746940
ED 706 0.740660
ED 707 2.048940
ED 708 1.508740
ED 709 2.106860
ED 710 1.618660
ED 711 0.298660
ED 712 2.097260
ED 713 2.625060
ED 714 2.355460
ED 715 1.338140
ED 716 0.998140
ED 717 1.276140
ED 718 1.853060
ED 719 0.814340
ED 720 4.123740
ED 721 3.894140
ED 722 4.382340
ED 723 4.413940
ED 724 6.077140
ED 725 5.948540
ED 726 6.462340
ED 727 3.679460
ED 728 0.034660
ED 729 2.001540
ED 730 2.658940
ED 731 1.779340
ED 732 1.847460
ED 733 1.000940
ED 734 1.652860
ED 735 1.597060
ED 736 1.506940
ED 737 0.972740
ED 738 0.550260
ED 739 0.489740
ED 740 1.330060
ED 741 1.613460
ED 742 1.840660
ED 743 0.052660
ED 744 0.809260
ED 745 2.105260
ED 746 0.809460
ED 747 1.069260
ED 748 1.069660
ED 749 0.547260
ED 750 1.071460
ED 751 0.549460
ED 752 0.808260
ED 753 0.549660
ED 754 0.820460
ED 755 0.289060
ED 756 0.030060
ED 757 3.929060
ED 758 1.071260
ED 759 0.488940
ED 760 0.551660
ED 761 1.071460
ED 762 2.085860
ED 763 1.263140
ED 764 1.313660
ED 765 0.228140
ED 766 0.290860
ED 767 0.031660
ED 768 0.030460
ED 769 1.267940
ED 770 0.151740
ED 771 0.030460
ED 772 2.040260
ED 773 0.566460
ED 774 1.256540
ED 775 3.921460
ED 776 0.744140
ED 777 1.866660
ED 778 4.137540
ED 779 1.070460
ED 780 5.700540
ED 781 2.089260
ED 782 1.860940
ED 783 0.465140
ED 784 0.637140
ED 785 1.266140
ED 786 1.561660
ED 787 0.485740
ED 788 1.076460
ED 789 2.084060
ED 790 0.812860
ED 791 1.009140
ED 792 1.007340
ED 793 1.809460
ED 794 0.292460
ED 795 0.210540
ED 796 0.414140
ED 797 2.041340
ED 798 0.739340
ED 799 1.786140
ED 800 1.522340
ED 801 0.482940
ED 802 2.549940
ED 803 2.302340
ED 804 2.304740
ED 805 0.226540
ED 806 0.485140
ED 807 2.302540
ED 808 1.791340
ED 809 2.303140
ED 810 3.609940
ED 811 2.570540
ED 812 2.566540
ED 813 3.085940
ED 814 3.085740
ED 815 0.749940
ED 816 0.552260
ED 817 3.087740
ED 818 0.800860
ED 819 0.749940
ED 820 3.058340
ED 821 4.392940
ED 822 1.070060
ED 823 1.079860
ED 824 0.030860
ED 825 0.236940
ED 826 1.589660
ED 827 0.487540
ED 828 0.291260
ED 829 0.030260
ED 830 0.551460
ED 831 0.807660
ED 832 1.329460
ED 833 0.488540
ED 834 0.488140
ED 835 0.747140
ED 836 0.749940
ED 837 4.103460
ED 838 1.787140
ED 839 2.813940
ED 840 3.055740
ED 841 3.086740
ED 842 0.818660
ED 843 1.004340
ED 844 0.553460
ED 845 2.047940
ED 846 0.289260
ED 847 1.934540
ED 848 2.308340
ED 849 2.303940
ED 850 0.814460
ED 851 3.864340
ED 852 0.296660
ED 853 1.824060
ED 854 1.563260
ED 855 1.855660
ED 856 1.602660
ED 857 1.595260
ED 858 2.303540
ED 859 1.845460
ED 860 2.037140
ED 861 1.536140
ED 862 1.266940
ED 863 2.097660
ED 864 2.305740
ED 865 2.776340
ED 866 2.300140
ED 867 4.897340
ED 868 2.554340
ED 869 2.568140
ED 870 0.231940
ED 871 2.315940
ED 872 2.565940
ED 873 2.495540
ED 874 2.558740
ED 875 2.564940
ED 876 3.085740
ED 877 1.840660
ED 878 1.071660
ED 879 0.812860
ED 880 3.605140
ED 881 0.805260
ED 882 3.926060
ED 883 2.528140
ED 884 2.827340
ED 885 0.292860
ED 886 1.067860
ED 887 1.071060
ED 888 2.823540
ED 889 2.824340
ED 890 2.304540
ED 891 1.089060
ED 892 4.380540
ED 893 0.556460
ED 894 2.037140
ED 895 1.848260
ED 896 2.307140
ED 897 1.589460
ED 898 1.851260
ED 899 2.569940
ED 900 4.106740
ED 901 3.915860
ED 902 3.825540
ED 903 4.900140
ED 904 4.100940
ED 905 4.408940
ED 906 4.621140
ED 907 2.306740
ED 908 4.120940
ED 909 4.401140
ED 910 8.278340
ED 911 9.642460
ED 912 8.246940
ED 913 0.551260
ED 914 8.053340
ED 915 6.731740
ED 916 10.356940
ED 917 9.058140
ED 918 0.289860
ED 919 9.320940
ED 920 0.748140
ED 921 0.749540
ED 922 4.361140
ED 923 0.491140
ED 924 1.009740
ED 925 3.353940
ED 926 3.309940
ED 927 3.074940
ED 928 3.086940
ED 929 1.010740
ED 930 1.325860
ED 931 0.995740
ED 932 1.334660
ED 933 2.051860
ED 934 7.557660
ED 935 0.289260
ED 936 1.002740
ED 937 0.984740
ED 938 1.778340
ED 939 1.521740
ED 940 1.264940
ED 941 2.048140
ED 942 1.789140
ED 943 4.122940
ED 944 4.371340
ED 945 1.528540
ED 946 2.047740
ED 947 0.550860
ED 948 2.353140
ED 949 3.346340
ED 950 1.277340
ED 951 1.528740
ED 952 1.270140
ED 953 3.080340
ED 954 2.058740
ED 955 2.037940
ED 956 2.306940
ED 957 3.453940
ED 958 3.605140
ED 959 5.159140
ED 960 4.121740
ED 961 2.008740
ED 962 4.373140
ED 963 0.035460
ED 964 1.721340
ED 965 1.520740
ED 966 0.483940
ED 967 0.481940
ED 968 1.569660
ED 969 4.119340
ED 970 0.225940
ED 971 3.866740
ED 972 3.084740
ED 973 3.345740
ED 974 3.593740
ED 975 3.605940
ED 976 0.748140
ED 977 4.640940
ED 978 4.106340
ED 979 4.901540
ED 980 3.346140
ED 981 3.864540
ED 982 1.331260
ED 983 0.748340
ED 984 4.642740
ED 985 0.330940
ED 986 0.489540
ED 987 0.491340
ED 988 0.750340
ED 989 1.034740
ED 990 3.161260
ED 991 0.836940
ED 992 1.005140
ED 993 1.009140
ED 994 4.646740
ED 995 4.187260
ED 996 2.565140
ED 997 1.267540
ED 998 1.009940
ED 999 7.753540
ED 1000 1.529140
ED 1001 5.129740
ED 1002 1.267740
ED 1003 4.637740
ED 1004 4.619140
ED 1005 1.788340
ED 1006 0.024260
ED 1007 2.852140
ED 1008 2.825540
ED 1009 2.827340
ED 1010 2.826140
ED 1011 2.826940
ED 1012 2.809540
ED 1013 0.814660
ED 1014 4.376140
ED 1015 4.383340
ED 1016 2.566940
ED 1017 2.047340
ED 1018 2.307740
ED 1019 2.056660
ED 1020 2.340140
ED 1021 1.070060
ED 1023 5.939740
ED 1024 1.069660
ED 1025 0.551660
ED 1026 3.344540
ED 1027 2.828540
ED 1028 0.548260
ED 1029 0.810660
ED 1030 3.573540
ED 1031 0.811660
ED 1032 1.329060
ED 1033 1.848860
ED 1034 4.123740
ED 1035 2.827540
ED 1036 9.604660
ED 1037 2.563740
ED 1038 0.274060
ED 1039 2.306340
ED 1040 6.076340
ED 1041 0.798460
ED 1042 6.081740
ED 1043 3.686660
ED 1044 9.300740
ED 1045 0.041460
ED 1046 5.764060
ED 1047 6.028660
ED 1048 6.551260
ED 1049 9.050740
ED 1050 9.319940
ED 1051 6.289060
ED 1052 6.285660
ED 1053 5.987660
ED 1054 8.106860
ED 1055 6.804660
ED 1056 3.165060
ED 1057 8.500260
ED 1058 9.665460
ED 1059 3.724260
ED 1060 6.980340
ED 1061 5.941140
ED 1062 3.872140
ED 1063 9.641460
ED 1064 6.463340
ED 1065 6.463340
ED 1066 5.161340
ED 1067 2.824140
ED 1068 5.686540
ED 1069 6.705940
ED 1070 3.916940
ED 1071 4.127740
ED 1072 4.640540
ED 1073 6.461940
ED 1074 4.392940
ED 1075 0.755740
ED 1076 1.332060
ED 1077 0.810660
ED 1078 1.009740
ED 1079 0.918940
ED 1080 1.069660
ED 1081 1.070060
ED 1082 2.546540
ED 1083 1.070460
ED 1084 1.590260
ED 1085 2.308940
ED 1086 2.056460
ED 1087 1.587060
ED 1088 0.285660
ED 1089 1.595860
ED 1090 1.330460
ED 1091 1.853260
ED 1092 1.850060
ED 1093 3.713260
ED 1094 1.609060
ED 1095 1.071260
ED 1096 0.810860
ED 1097 1.850260
ED 1098 0.548060
ED 1099 0.552860
ED 1100 0.218740
ED 1101 3.607540
ED 1102 2.826140
ED 1103 4.122340
ED 1104 3.867340
ED 1105 3.599940
ED 1106 3.865740
ED 1107 3.346340
ED 1108 2.066460
ED 1109 2.557940
ED 1110 2.814340
ED 1111 2.567340
ED 1112 3.086940
ED 1113 4.644940
ED 1114 5.933340
ED 1115 8.021340
ED 1116 5.424540
ED 1117 5.164140
ED 1118 3.608140
ED 1119 4.206860
ED 1120 2.371660
ED 1121 3.862660
ED 1122 3.923860
ED 1123 9.893060
ED 1124 5.259340
ED 1125 6.722740
ED 1126 10.328060
ED 1127 4.724060
ED 1128 10.181660
ED 1129 10.198860
ED 1130 6.996860
ED 1131 1.330260
ED 1132 2.375860
ED 1133 10.164060
ED 1134 4.904540
ED 1135 2.634860
ED 1136 1.528540
ED 1137 9.064940
ED 1138 2.547540
ED 1139 2.560540
ED 1140 9.056540
ED 1141 2.049740
ED 1142 8.778340
ED 1143 1.791740
ED 1144 1.527140
ED 1145 2.048540
ED 1146 1.528740
ED 1147 1.788540
ED 1148 2.047340
ED 1149 1.788340
ED 1150 1.255940
ED 1151 3.344140
ED 1152 3.083740
ED 1153 3.604740
ED 1154 0.808460
ED 1155 3.344940
ED 1156 8.541540
ED 1157 7.060460
ED 1158 3.078740
ED 1159 3.346140
ED 1160 3.348540
ED 1161 3.084740
ED 1162 3.084540
ED 1163 3.604140
ED 1164 8.540740
ED 1165 0.744940
ED 1166 8.275340
ED 1167 3.616340
ED 1168 3.583740
ED 1169 9.317940
ED 1170 3.347140
ED 1171 9.288340
ED 1172 3.868940
ED 1173 9.804140
ED 1174 3.606540
ED 1175 9.584340
ED 1176 9.579140
ED 1177 9.582140
ED 1178 2.033140
ED 1179 2.048540
ED 1180 2.308740
ED 1181 1.828140
ED 1182 1.586260
ED 1183 0.542460
ED 1184 0.295460
ED 1185 2.296540
ED 1186 2.047340
ED 1187 0.290660
ED 1188 0.289660
ED 1189 1.788340
ED 1190 3.865540
ED 1191 2.040740
ED 1192 2.826140
ED 1193 2.315340
ED 1194 1.528140
ED 1195 3.088140
ED 1196 3.087540
ED 1197 1.492940
ED 1198 1.262340
ED 1199 1.228540
ED 1200 1.526940
ED 1201 1.268940
ED 1202 1.520940
ED 1203 1.267740
ED 1204 1.290260
ED 1205 1.067660
ED 1206 1.848060
ED 1207 1.788940
ED 1208 3.085540
ED 1209 1.817060
ED 1210 1.831260
ED 1211 2.816140
ED 1212 1.327460
ED 1213 3.931460
ED 1214 2.305540
ED 1215 2.048140
ED 1216 2.078460
ED 1217 0.811260
ED 1218 1.817540
ED 1219 1.270540
ED 1220 0.526660
ED 1221 2.046140
ED 1222 2.567540
ED 1223 1.528140
ED 1224 1.267940
ED 1225 2.567340
ED 1226 1.789940
ED 1227 0.794660
ED 1228 0.283460
ED 1229 9.578740
ED 1230 9.058540
ED 1231 0.288060
ED 1232 9.797540
ED 1233 4.650940
ED 1234 5.423740
ED 1235 9.838340
ED 1236 9.838740
ED 1237 4.121940
ED 1238 9.317140
ED 1239 10.098940
ED 1240 9.665740
ED 1241 6.983140
ED 1242 6.994740
ED 1243 7.756140
ED 1244 6.723540
ED 1245 8.539740
ED 1246 8.098140
ED 1247 10.880140
ED 1248 10.099340
ED 1249 10.098140
ED 1250 9.838340
ED 1251 5.679940
ED 1252 10.133340
ED 1253 10.322140
ED 1254 4.642340
ED 1255 5.940940
ED 1256 6.082540
ED 1257 3.343740
ED 1258 5.419940
ED 1259 5.680740
ED 1260 4.941740
ED 1261 2.383460
ED 1262 5.419940
ED 1263 3.606740
ED 1264 4.901140
ED 1265 4.905540
ED 1266 3.862740
ED 1267 5.425340
ED 1268 5.160740
ED 1269 8.576740
ED 1270 6.461740
ED 1271 8.278540
ED 1272 6.073340
ED 1273 8.767340
ED 1274 8.641340
ED 1275 5.941140
ED 1276 8.764740
ED 1277 5.419540
ED 1278 9.074740
ED 1279 8.799140
ED 1280 6.084740
ED 1281 4.900140
ED 1282 5.419540
ED 1283 5.424140
ED 1284 5.160540
ED 1285 5.159740
ED 1286 4.641140
ED 1287 5.684540
ED 1288 5.684140
ED 1289 4.912140
ED 1290 6.461940
ED 1291 6.079740
ED 1292 5.682540
ED 1293 3.867140
ED 1294 3.346940
ED 1295 3.605940
ED 1296 4.126540
ED 1297 3.864340
ED 1298 9.314740
ED 1299 4.606340
ED 1300 4.127740
ED 1301 4.386740
ED 1302 4.398540
ED 1303 4.372740
ED 1304 4.123740
ED 1305 8.883460
ED 1306 3.424060
ED 1307 4.119540
ED 1308 5.257460
ED 1309 9.149260
ED 1310 9.142060
ED 1311 3.866940
ED 1312 9.404660
ED 1313 3.163660
ED 1314 3.367260
ED 1315 3.422260
ED 1316 10.162260
ED 1317 4.945940
ED 1318 1.855260
ED 1319 9.147260
ED 1320 0.252340
ED 1321 1.594860
ED 1322 8.884060
ED 1323 1.334660
ED 1324 5.164140
ED 1325 4.386540
ED 1326 7.320460
ED 1327 4.207260
ED 1328 4.653740
ED 1329 4.910340
ED 1330 4.646340
ED 1331 5.694940
ED 1332 5.163540
ED 1333 3.104740
ED 1334 5.677340
ED 1335 3.086140
ED 1336 3.344740
ED 1337 3.346140
ED 1338 6.722540
ED 1339 6.090540
ED 1340 5.682740
ED 1341 5.942140
ED 1342 3.607340
ED 1343 6.721540
ED 1344 6.462540
ED 1345 8.026540
ED 1346 3.615140
ED 1347 3.606740
ED 1348 8.254340
ED 1349 8.273940
ED 1350 4.906740
ED 1351 9.294340
ED 1352 9.060740
ED 1353 7.278540
ED 1354 6.982740
ED 1355 6.983940
ED 1356 8.775140
ED 1357 3.344540
ED 1358 8.022540
ED 1359 5.945340
ED 1360 5.159740
ED 1361 4.388140
ED 1362 5.162740
